Property ID,Construction year,Neighbourhood or locality,Type of building,Building condition,Number of frontages,Living area,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace surface,Terrace surface,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Heating type,Price,Monthly charges,Cadastral income,Surface of the plot,Garden,Garden surface,Terrace,Terrace surface,Terrace surface
10570285,2023.0,None,None,As new,3.0,None,Hyper equipped,3.0,None,None,2.0,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 365,000  365000 €",None,None,None,None,None,None,None,None
10570284,1919.0,Gunther,None,None,4.0,112  m² square meters,None,2.0,1.0,None,None,Yes,No,None,None,None,None,None,494  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 265,000  265000 €",None,€ 275  275 €,586  m²  square meters,None,None,Yes,None,None
10570283,1980.0,Gunther,None,None,4.0,207  m² square meters,Hyper equipped,3.0,1.0,None,2.0,Yes,No,None,None,None,None,None,233  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 425,000  425000 €",None,"€ 1,246  1246 €",716  m²  square meters,None,None,Yes,None,None
10570282,1936.0,None,None,None,4.0,325  m² square meters,None,4.0,2.0,2.0,3.0,Yes,None,None,None,None,None,None,178  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 1,100,000  1100000 €",None,€ 367  367 €,26595  m²  square meters,None,None,None,None,None
10570281,1985.0,Gunther,None,Good,4.0,233  m² square meters,Installed,4.0,2.0,None,3.0,Yes,No,None,None,None,None,None,684  kWh/m²  kilowatt hour per square meters,F,None,"€ 575,000  575000 €",None,"€ 1,816  1816 €",6634  m²  square meters,None,None,Yes,None,None
10570275,1965.0,None,None,Good,3.0,273  m² square meters,Hyper equipped,5.0,1.0,None,2.0,None,No,None,None,None,None,None,210  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 539,000  539000 €",None,"€ 1,043  1043 €",772  m²  square meters,None,None,Yes,None,None
10570273,1960.0,None,None,None,4.0,162  m² square meters,Installed,3.0,1.0,None,2.0,None,None,None,None,None,None,None,440  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 419,000  419000 €",None,None,1267  m²  square meters,None,None,Yes,None,None
10570272,1920.0,None,None,Good,2.0,99  m² square meters,Not installed,3.0,1.0,1.0,2.0,Yes,None,None,None,None,None,None,216  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 169,999  169999 €",None,€ 259  259 €,96  m²  square meters,None,167  m²  square meters,Yes,None,None
10570271,1938.0,None,None,To be done up,3.0,139  m² square meters,None,2.0,1.0,None,3.0,Yes,No,15  m²  square meters,15  m²  square meters,None,None,None,326  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 195,000  195000 €",None,€ 733  733 €,108  m²  square meters,None,None,None,15  m²  square meters,15  m²  square meters
10570268,1938.0,None,None,To renovate,2.0,214  m² square meters,USA hyper equipped,4.0,1.0,1.0,1.0,Yes,No,None,None,None,None,None,495  kWh/m²  kilowatt hour per square meters,E,Gas,"Make an offer starting from  € 199,000  Make an offer starting from  199000 €",None,None,191  m²  square meters,None,98  m²  square meters,Yes,None,None
10466591,1978.0,Famenne - Ardennes,None,Good,4.0,29  m² square meters,Installed,1.0,1.0,None,1.0,None,Yes,10  m²  square meters,10  m²  square meters,None,None,Yes,Not specified,Not specified,Electric,"€ 80,000  80000 €",None,€ 195  195 €,360  m²  square meters,None,360  m²  square meters,None,10  m²  square meters,10  m²  square meters
10406679,1930.0,None,None,To renovate,4.0,175  m² square meters,None,2.0,1.0,None,None,Yes,None,None,None,None,None,None,567  kWh/m²  kilowatt hour per square meters,G,Gas,"Make an offer starting from  € 170,000  Make an offer starting from  170000 €",None,€ 642  642 €,405  m²  square meters,None,None,None,None,None
10459845,None,None,None,None,2.0,230  m² square meters,None,4.0,3.0,None,None,None,No,None,None,No,No,No,419  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 180,000  180000 €",None,€ 893  893 €,122  m²  square meters,None,None,None,None,None
10369891,1910.0,None,All kind,To be done up,2.0,175  m² square meters,None,3.0,1.0,1.0,1.0,None,None,None,None,No,No,No,Not specified,Not specified,Gas,"€ 249,000  249000 €",None,None,150  m²  square meters,None,1  m²  square meter,None,None,None
10269171,1918.0,None,None,Good,2.0,None,Installed,4.0,1.0,None,2.0,Yes,No,17  m²  square meters,17  m²  square meters,None,None,None,427  kWh/m²  kilowatt hour per square meters,E,None,"€ 249,000  249000 €",None,"€ 1,784  1784 €",85  m²  square meters,None,None,None,17  m²  square meters,17  m²  square meters
8803253,None,None,None,To renovate,4.0,282  m² square meters,None,7.0,4.0,None,5.0,Yes,None,16  m²  square meters,16  m²  square meters,None,None,None,630  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 250,000  250000 €",None,None,530  m²  square meters,None,250  m²  square meters,None,16  m²  square meters,16  m²  square meters
10496474,None,None,Bungalow,None,4.0,122  m² square meters,None,4.0,1.0,None,None,None,No,None,None,None,None,None,330  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"Make an offer starting from  € 269,000  Make an offer starting from  269000 €",None,€ 743  743 €,835  m²  square meters,None,None,None,None,None
10298606,None,None,None,To be done up,None,135  m² square meters,Installed,3.0,None,None,1.0,None,No,None,None,None,None,None,536  kWh/m²  kilowatt hour per square meters,G,Electric,"€ 269,000  269000 €",None,€ 850  850 €,1477  m²  square meters,None,1477  m²  square meters,None,None,None
10504334,1971.0,None,None,Good,4.0,180  m² square meters,None,4.0,2.0,None,None,Yes,None,None,None,None,None,None,489  kWh/m²  kilowatt hour per square meters,F,Fuel oil,None,None,"€ 1,685  1685 €",743  m²  square meters,None,None,Yes,None,None
10334093,1899.0,None,None,To restore,3.0,566  m² square meters,None,5.0,1.0,None,None,Yes,No,None,None,No,No,No,516  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 300,000  300000 €",None,"€ 1,041  1041 €",780  m²  square meters,None,None,None,None,None
10404695,None,None,None,Good,2.0,215  m² square meters,Installed,4.0,2.0,None,2.0,None,No,10  m²  square meters,10  m²  square meters,No,No,No,96  kWh/m²  kilowatt hour per square meters,A,None,"€ 329,000  329000 €",None,€ 532  532 €,54  m²  square meters,Yes,None,None,10  m²  square meters,10  m²  square meters
10458877,None,None,None,None,3.0,None,Installed,1.0,None,1.0,None,None,None,None,None,None,None,None,Not specified,Not specified,Gas,"€ 329,999  329999 €",None,"€ 1,846  1846 €",1350  m²  square meters,None,982  m²  square meters,None,None,None
10551434,1976.0,None,Bungalow,Just renovated,4.0,131  m² square meters,USA installed,3.0,1.0,None,1.0,None,None,54  m²  square meters,54  m²  square meters,No,No,No,Not specified,Not specified,Fuel oil,"€ 330,000  330000 €",None,€ 661  661 €,1200  m²  square meters,None,1000  m²  square meters,None,54  m²  square meters,54  m²  square meters
10537765,None,None,None,Just renovated,3.0,140  m² square meters,Hyper equipped,3.0,1.0,None,2.0,None,None,15  m²  square meters,15  m²  square meters,No,No,No,Not specified,Not specified,Gas,"€ 349,500  349500 €",None,None,94  m²  square meters,None,None,None,15  m²  square meters,15  m²  square meters
10379525,None,None,None,Just renovated,3.0,130  m² square meters,USA installed,2.0,1.0,1.0,2.0,None,None,30  m²  square meters,30  m²  square meters,None,None,None,Not specified,Not specified,Gas,"€ 350,000  350000 €",None,None,1179  m²  square meters,None,900  m²  square meters,None,30  m²  square meters,30  m²  square meters
10542966,None,None,None,To renovate,2.0,305  m² square meters,None,5.0,1.0,None,None,Yes,None,40  m²  square meters,40  m²  square meters,None,None,None,668  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 360,000  360000 €",None,€ 742  742 €,757  m²  square meters,None,550  m²  square meters,None,40  m²  square meters,40  m²  square meters
10266501,None,None,All kind,To renovate,3.0,412  m² square meters,None,5.0,1.0,None,2.0,Yes,None,None,None,No,No,No,Not specified,Not specified,Pellet,"€ 365,000  365000 €",None,€ 788  788 €,2751  m²  square meters,None,1  m²  square meter,None,None,None
10517056,1930.0,None,None,To be done up,2.0,100  m² square meters,None,4.0,3.0,None,None,None,No,None,None,No,No,No,449  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 375,000  375000 €",None,€ 600  600 €,100  m²  square meters,None,None,None,None,None
10439234,None,None,Town-house,To be done up,2.0,145  m² square meters,Not installed,3.0,1.0,None,2.0,None,Yes,12  m²  square meters,12  m²  square meters,No,No,No,Not specified,Not specified,Gas,"€ 378,500  378500 €",None,None,123  m²  square meters,None,61  m²  square meters,None,12  m²  square meters,12  m²  square meters
10466536,1850.0,None,None,To renovate,4.0,400  m² square meters,None,5.0,2.0,None,None,None,None,None,None,None,None,None,570  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 380,000  380000 €",None,€ 537  537 €,2011  m²  square meters,None,None,Yes,None,None
10542832,1974.0,None,Villa,Good,4.0,309  m² square meters,None,5.0,2.0,None,None,None,No,8  m²  square meters,8  m²  square meters,No,No,No,433  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 395,000  395000 €",None,"€ 1,146  1146 €",1400  m²  square meters,None,None,None,8  m²  square meters,8  m²  square meters
10543552,None,None,Villa,Good,4.0,175  m² square meters,Installed,3.0,1.0,None,2.0,Yes,No,None,None,No,No,No,1000  kWh/m²  kilowatt hour per square meters,F,None,"€ 395,000  395000 €",None,€ 870  870 €,928  m²  square meters,Yes,None,Yes,None,None
10392776,2015.0,None,Villa,Good,None,150  m² square meters,None,3.0,None,None,2.0,None,No,None,None,No,Yes,No,110  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 400,000  400000 €",None,€ 820  820 €,517  m²  square meters,None,10  m²  square meters,Yes,None,None
10461795,1968.0,None,None,Good,4.0,224  m² square meters,Installed,4.0,1.0,None,1.0,Yes,No,None,None,None,None,None,Not specified,Not specified,Gas,"€ 415,000  415000 €",None,€ 825  825 €,613  m²  square meters,None,None,Yes,None,None
10422028,1972.0,None,Bungalow,Good,None,190  m² square meters,Installed,3.0,None,None,2.0,None,No,None,None,No,Yes,No,448  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 425,000  425000 €",None,€ 984  984 €,729  m²  square meters,Yes,None,Yes,None,None
10457375,1978.0,None,All kind,Just renovated,None,253  m² square meters,Installed,5.0,1.0,None,1.0,None,No,None,None,No,No,No,556  kWh/m²  kilowatt hour per square meters,F,Pellet,"€ 449,000  449000 €",None,€ 837  837 €,1492  m²  square meters,Yes,None,Yes,None,None
10547738,None,None,None,As new,1.0,285  m² square meters,None,3.0,2.0,None,3.0,Yes,No,None,None,No,None,None,230  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 465,000  465000 €",None,None,2800  m²  square meters,None,2800  m²  square meters,None,None,None
10490732,None,None,Villa,Good,4.0,237  m² square meters,Installed,5.0,1.0,None,2.0,Yes,No,None,None,No,No,No,241  kWh/m²  kilowatt hour per square meters,C,None,"€ 489,000  489000 €",None,"€ 1,043  1043 €",1563  m²  square meters,Yes,None,Yes,None,None
10469669,1968.0,None,All kind,None,None,213  m² square meters,Installed,3.0,2.0,None,2.0,None,None,None,None,No,No,No,683  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 499,000  499000 €",None,"€ 1,373  1373 €",3416  m²  square meters,Yes,None,None,None,None
10199207,1954.0,None,Villa,Good,None,210  m² square meters,Installed,5.0,2.0,None,2.0,Yes,No,None,None,No,No,No,284  kWh/m²  kilowatt hour per square meters,C,None,"€ 499,000  499000 €",None,"€ 1,722  1722 €",674  m²  square meters,None,None,Yes,None,None
10570266,None,None,None,None,3.0,149  m² square meters,None,3.0,1.0,1.0,2.0,None,None,18  m²  square meters,18  m²  square meters,None,None,None,Not specified,Not specified,None,"€ 455,000  455000 €",None,None,286  m²  square meters,None,None,None,18  m²  square meters,18  m²  square meters
10570263,1961.0,None,None,To renovate,4.0,286  m² square meters,None,6.0,4.0,None,4.0,Yes,No,30  m²  square meters,30  m²  square meters,Yes,None,No,198  kWh/m²  kilowatt hour per square meters,D,None,"€ 1,390,000  1390000 €",None,None,None,None,None,None,30  m²  square meters,30  m²  square meters
10570261,None,None,None,Good,3.0,401  m² square meters,None,8.0,4.0,None,None,None,None,None,None,No,No,None,360  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 500,000  500000 €",None,None,1123  m²  square meters,None,None,Yes,None,None
10570259,1790.0,None,None,None,4.0,450  m² square meters,None,4.0,2.0,4.0,5.0,Yes,No,None,None,No,No,None,150  kWh/m²  kilowatt hour per square meters,C,None,"€ 1,590,000  1590000 €",None,None,1761  m²  square meters,None,1500  m²  square meters,Yes,None,None
10570258,1931.0,None,None,None,4.0,314  m² square meters,None,5.0,4.0,None,None,None,Yes,40  m²  square meters,40  m²  square meters,No,No,None,437  kWh/m²  kilowatt hour per square meters,G,None,"€ 1,450,000  1450000 €",None,None,649  m²  square meters,None,450  m²  square meters,None,40  m²  square meters,40  m²  square meters
10570257,2023.0,None,None,As new,4.0,620  m² square meters,None,5.0,5.0,None,None,Yes,No,40  m²  square meters,40  m²  square meters,No,No,None,Not specified,Not specified,None,"€ 3,800,000  3800000 €",None,None,2500  m²  square meters,None,2100  m²  square meters,None,40  m²  square meters,40  m²  square meters
10570256,1978.0,None,None,As new,3.0,130  m² square meters,Installed,3.0,1.0,None,2.0,None,No,None,None,No,No,No,339  kWh/m²  kilowatt hour per square meters,D,Gas,"Make an offer starting from  € 425,000  Make an offer starting from  425000 €",None,"€ 1,139  1139 €",150  m²  square meters,None,None,Yes,None,None
10507938,None,None,None,Good,2.0,None,Semi equipped,6.0,6.0,6.0,6.0,Yes,No,66  m²  square meters,66  m²  square meters,No,No,None,119  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 495,000  495000 €",None,"€ 2,534  2534 €",572  m²  square meters,None,490  m²  square meters,None,66  m²  square meters,66  m²  square meters
10570248,1967.0,None,None,To be done up,4.0,115  m² square meters,Hyper equipped,3.0,1.0,None,2.0,Yes,No,10  m²  square meters,10  m²  square meters,None,None,None,492  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 374,000  374000 €",None,None,589  m²  square meters,None,360  m²  square meters,None,10  m²  square meters,10  m²  square meters
10570247,2013.0,None,None,As new,3.0,170  m² square meters,Hyper equipped,3.0,1.0,1.0,2.0,None,No,None,None,No,No,No,97  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 465,000  465000 €",None,€ 839  839 €,435  m²  square meters,None,None,Yes,None,None
10570246,1973.0,None,None,As new,3.0,235  m² square meters,Hyper equipped,5.0,1.0,1.0,2.0,None,No,25  m²  square meters,25  m²  square meters,None,No,None,187  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 515,000  515000 €",None,€ 818  818 €,230  m²  square meters,None,50  m²  square meters,None,25  m²  square meters,25  m²  square meters
10570245,2017.0,None,None,As new,4.0,63  m² square meters,USA installed,1.0,1.0,None,1.0,None,No,6  m²  square meters,6  m²  square meters,Yes,None,None,72.08  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 177,000  177000 €",None,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10570244,None,None,None,None,4.0,None,None,4.0,1.0,None,None,Yes,None,None,None,None,None,None,474  kWh/m²  kilowatt hour per square meters,F,None,"€ 299,000  299000 €",None,None,625  m²  square meters,None,None,Yes,None,None
