,Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Monthly charges,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
7514,10538560,None,None,1766," 749,000",3,934  m² square meters,Semi equipped,None,None,Yes,None,None,None,2970  m²  square meters,4,None,None,Yes,Good,None," 1,665",668  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
7515,10506717,None,None,None," 749,000",3,222  m² square meters,None,No,None,Yes,None,None,None,170  m²  square meters,3,No,No,None,As new,None," 1,377",262  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7516,10253651,None,None,None," 750,000",8,235  m² square meters,Semi equipped,None,None,Yes,None,None,None,None,3,None,None,Yes,To be done up,None,None,425  kWh/m²  kilowatt hour per square meters,121 kg CO₂/m²,E,Gas
7517,10536978,None,None,1974," 795,000",6,520  m² square meters,None,No,None,Yes,None,None,None,3392  m²  square meters,4,None,None,None,As new,None," 1,658",178  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7518,10489283,None,None,None," 800,000",14,649  m² square meters,None,None,None,None,52  m²  square meters,None,30749  m²  square meters,31240  m²  square meters,4,Yes,None,None,Good,None,None,471  kWh/m²  kilowatt hour per square meters,117 kg CO₂/m²,F,Fuel oil
7519,10569795,None,None,2011," 345,000",3,125  m² square meters,None,No,None,None,42  m²  square meters,None,None,None,None,No,Yes,None,None,None, 740,108  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7520,10569792,None,None,2011," 305,000",2,113  m² square meters,None,No,None,None,8  m²  square meters,None,None,None,None,No,Yes,None,None,None, 660,157  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7521,10569790,None,None,1993," 259,000",3,163  m² square meters,Installed,No,None,Yes,None,Yes,None,110  m²  square meters,None,None,None,Yes,As new,None, 795,311  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7522,10569786,None,None,1970," 279,900",3,90  m² square meters,Installed,No,None,None,4  m²  square meters,None,None,None,None,No,Yes,None,None,None," 1,046",281  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7523,10569785,None,None,1914," 479,900",5,290  m² square meters,Installed,No,None,None,None,Yes,None,115  m²  square meters,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,Gas
7524,10569784,None,None,None," 439,000",2,140  m² square meters,Hyper equipped,No,None,None,49  m²  square meters,None,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7525,10569783,None,None,None," 355,000",2,112  m² square meters,Hyper equipped,No,None,None,17  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7526,10569782,None,None,None," 359,000",2,115  m² square meters,Hyper equipped,No,None,None,22  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7527,10569781,None,None,None," 375,000",2,125  m² square meters,Hyper equipped,No,None,None,28  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7528,10569780,None,None,None," 235,000",1,78  m² square meters,Hyper equipped,No,None,None,15  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7529,10569779,None,None,None," 315,000",2,105  m² square meters,Hyper equipped,No,None,None,12  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7530,10569778,None,None,None," 315,000",2,105  m² square meters,Hyper equipped,No,None,None,13  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7531,10569777,None,None,None," 235,000",1,78  m² square meters,Hyper equipped,No,None,None,15  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7532,10569776,None,None,None," 369,000",2,124  m² square meters,Hyper equipped,No,None,None,29  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7533,10569775,None,None,None," 329,000",2,114  m² square meters,Hyper equipped,No,None,None,53  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7534,10569774,None,None,None," 225,000",1,78  m² square meters,Hyper equipped,No,None,None,26  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7535,10569773,None,None,None," 269,000",2,96  m² square meters,Hyper equipped,No,None,None,22  m²  square meters,None,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7536,10569772,None,None,None," 269,000",2,96  m² square meters,Hyper equipped,No,None,None,24  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7537,10569771,None,None,None," 225,000",1,78  m² square meters,Hyper equipped,No,None,None,26  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7538,10569770,None,None,None," 315,000",2,113  m² square meters,Hyper equipped,No,None,None,54  m²  square meters,Yes,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
7539,10563955,None,None,2005," 990,000",3,131  m² square meters,Hyper equipped,None,None,Yes,None,None,None,None,None,No,Yes,None,None,None," 1,069",375  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
7540,10569769,None,None,1995," 197,500",2,75  m² square meters,None,No,None,None,21  m²  square meters,Yes,None,None,None,No,No,None,None,None, 842,486  kWh/m²  kilowatt hour per square meters,Not specified,E,Electric
7541,10495157,None,None,1965," 229,000",2,103  m² square meters,Installed,None,None,None,13  m²  square meters,None,None,None,None,No,Yes,Yes,None,None," 1,285",211  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,E,Gas
7542,10569767,None,None,1920," 750,000",6,270  m² square meters,Installed,No,None,None,None,Yes,None,287  m²  square meters,None,None,None,None,None,None," 1,137",288  kWh/m²  kilowatt hour per square meters,57 kg CO₂/m²,F,Gas
7543,10569766,None,All kind,1998," 435,000",5,220  m² square meters,USA installed,None,None,Yes,None,Yes,None,576  m²  square meters,None,None,None,None,To be done up,None,None,234  kWh/m²  kilowatt hour per square meters,41 kg CO₂/m²,C,Gas
7544,10569763,None,All kind,1993," 3,495,000",6,636  m² square meters,Hyper equipped,Yes,None,Yes,None,Yes,None,872  m²  square meters,4,No,Yes,Yes,As new,None," 4,705",128  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7545,10569762,None,None,1939," 369,500",3,187  m² square meters,None,No,None,None,None,None,235  m²  square meters,320  m²  square meters,None,None,None,None,None,None, 734,262  kWh/m²  kilowatt hour per square meters,Not specified,C,None
7546,10569761,None,None,2003," 660,000",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,151  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7547,10569760,None,None,1989," 675,000",2,62  m² square meters,None,None,None,None,None,None,None,None,2,No,Yes,None,None,None, 805,164  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7548,10569759,None,All kind,None," 920,000",5,450  m² square meters,None,No,None,Yes,None,Yes,None,1336  m²  square meters,None,No,No,Yes,Just renovated,None,None,91  kWh/m²  kilowatt hour per square meters,Not specified,A,None
7549,10546215,None,None,1974," 845,000",6,403  m² square meters,Hyper equipped,None,None,None,58  m²  square meters,None,None,2051  m²  square meters,4,None,None,Yes,None,None," 3,629",235  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7550,10539256,None,All kind,1904," 850,000",4,300  m² square meters,None,None,None,Yes,None,None,None,105  m²  square meters,4,None,No,None,Good,None, 897,188  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7551,10540775,None,All kind,1995," 875,000",4,650  m² square meters,None,None,None,Yes,None,None,None,1050  m²  square meters,None,No,No,None,As new,None,None,Not specified,Not specified,Not specified,None
7552,10538045,None,None,1927," 875,000",5,428  m² square meters,None,No,None,Yes,None,Yes,None,1919  m²  square meters,4,No,Yes,Yes,None,None,None,579  kWh/m²  kilowatt hour per square meters,38002 kg CO₂/m²,F,Gas
7553,10461760,None,None,None," 895,000",6,260  m² square meters,Installed,None,None,None,20  m²  square meters,None,None,110  m²  square meters,2,None,No,Yes,To be done up,None," 1,705",372  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7554,10303319,None,None,None," 899,000",6,489  m² square meters,None,None,None,None,27  m²  square meters,None,695  m²  square meters,992  m²  square meters,3,Yes,None,None,Good,None,None,438  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
7555,9933177,None,None,1950," 899,000",3,None,None,None,None,None,None,None,None,675  m²  square meters,None,No,No,None,None,None,None,157  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7556,10539541,None,None,2022," 935,000",3,239  m² square meters,USA hyper equipped,None,None,None,16  m²  square meters,Yes,None,919  m²  square meters,4,None,None,None,None,None," 1,233",Not specified,Not specified,Not specified,None
7557,10407808,None,None,1987," 940,000",2,None,None,No,None,None,None,None,None,676  m²  square meters,2,None,None,Yes,Good,None," 5,071",334  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
7558,10510429,None,All kind,None," 960,000",4,361  m² square meters,None,No,None,None,None,None,None,61485  m²  square meters,4,No,No,Yes,None,None," 1,937",1174  kWh/m²  kilowatt hour per square meters,15600 kg CO₂/m²,F,Fuel oil
7559,10437817,None,None,None," 1,075,000",2,357  m² square meters,None,No,None,Yes,None,Yes,None,939  m²  square meters,2,No,No,None,As new,None," 4,648",184  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7560,10404155,None,None,None," 1,095,000",6,655  m² square meters,Installed,No,1,None,None,None,None,1856  m²  square meters,3,Yes,None,Yes,Just renovated,None,None,334  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7561,10461891,Antwerpen,None,2005," 1,100,000",6,536  m² square meters,None,None,None,Yes,None,None,None,3279  m²  square meters,3,Yes,No,Yes,As new,None," 3,084",185  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7562,10348947,None,None,1992," 1,150,000",4,465  m² square meters,Hyper equipped,No,None,Yes,None,None,None,2300  m²  square meters,4,Yes,No,Yes,Good,None," 6,970",204  kWh/m²  kilowatt hour per square meters,Not specified,C,None
7563,10230741,None,None,1980," 1,250,000",4,470  m² square meters,Installed,No,None,Yes,None,None,6800  m²  square meters,6800  m²  square meters,4,Yes,No,Yes,To be done up,None," 5,642",426  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
7564,10471653,None,All kind,1928," 1,250,000",8,637  m² square meters,None,None,None,None,None,None,None,5840  m²  square meters,4,None,No,None,Good,None," 2,752",394  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7565,10530856,None,None,1900," 1,390,000",12,980  m² square meters,Hyper equipped,Yes,1,None,70  m²  square meters,None,1  m²  square meter,2427  m²  square meters,12,Yes,No,None,As new,None," 3,225",156  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7566,10381027,Bruxelles,None,None," 1,400,000",7,294  m² square meters,None,No,None,None,None,None,None,128  m²  square meters,2,None,None,Yes,To renovate,None,None,514  kWh/m²  kilowatt hour per square meters,Not specified,G,Gas
7567,10472878,None,Villa,1992," 1,490,000",3,None,Hyper equipped,No,1,None,100  m²  square meters,None,2000  m²  square meters,2500  m²  square meters,4,Yes,No,None,As new,None,None,132  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7568,10466450,Bruxelles,None,None," 1,500,000",12,500  m² square meters,None,No,None,None,14  m²  square meters,None,160  m²  square meters,490  m²  square meters,2,None,No,Yes,Good,None,None,248  kWh/m²  kilowatt hour per square meters,49 kg CO₂/m²,E,None
7569,10522320,None,None,None," 1,590,000",4,360  m² square meters,Hyper equipped,None,None,Yes,None,None,None,703  m²  square meters,4,None,None,Yes,As new,None,None,149  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7570,10079702,None,Villa,1882," 1,750,000",8,None,Installed,None,2,None,1  m²  square meter,None,1  m²  square meter,6546  m²  square meters,4,No,No,Yes,As new,None,None,137  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
7571,10455281,None,None,1997," 1,795,000",5,400  m² square meters,Hyper equipped,None,None,Yes,None,None,None,850  m²  square meters,4,None,No,Yes,Good,None,None,225  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7572,10376901,None,None,1950," 2,100,000",4,330  m² square meters,Hyper equipped,No,None,Yes,None,None,None,1000  m²  square meters,4,None,No,None,As new,None," 6,287",202  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,D,Gas
7573,10261670,Knokke,None,None," 2,195,000",4,398  m² square meters,USA hyper equipped,None,None,None,None,None,None,883  m²  square meters,4,Yes,No,None,Just renovated,None,None,408  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
7574,10476419,None,None,None," 2,500,000",None,1204  m² square meters,None,No,None,Yes,None,Yes,None,None,None,No,No,Yes,Good,None,None,177  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7575,10526379,None,None,1910," 2,750,000",5,595  m² square meters,Hyper equipped,No,None,Yes,None,None,164  m²  square meters,289  m²  square meters,2,No,No,Yes,As new,None,None,209  kWh/m²  kilowatt hour per square meters,41 kg CO₂/m²,D,Gas
7576,10106941,None,None,1960," 2,850,000",5,545  m² square meters,USA hyper equipped,None,None,None,70  m²  square meters,None,1800  m²  square meters,2003  m²  square meters,4,Yes,No,Yes,As new,None,None,105  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7577,10547634,None,None,1920," 2,975,000",4,400  m² square meters,Hyper equipped,No,None,Yes,None,None,None,405  m²  square meters,2,No,None,Yes,As new,None,None,207  kWh/m²  kilowatt hour per square meters,53 kg CO₂/m²,D,Gas
7578,10379151,None,None,2005," 3,150,000",7,600  m² square meters,Hyper equipped,None,None,Yes,None,None,None,1367  m²  square meters,4,Yes,No,Yes,As new,None," 10,561",159  kWh/m²  kilowatt hour per square meters,34 kg CO₂/m²,D,Gas
7579,10569757,None,None,1850," 729,000",3,229  m² square meters,Installed,None,None,Yes,None,None,None,7540  m²  square meters,None,None,None,None,None,None, 917,1037  kWh/m²  kilowatt hour per square meters,Not specified,F,None
7580,10569755,None,All kind,1948," 495,000",4,163  m² square meters,Installed,No,None,None,None,None,None,1285  m²  square meters,None,No,No,Yes,To renovate,None,None,928  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
7581,10569754,None,None,1997," 189,000",1,59  m² square meters,Installed,No,None,Yes,None,None,None,None,None,No,No,None,As new,None,None,196  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7582,10569752,None,None,1938," 397,000",5,267  m² square meters,Installed,None,None,None,None,Yes,None,273  m²  square meters,None,None,None,None,None,None,None,318  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7583,10569751,None,None,1975," 389,000",3,241  m² square meters,Installed,None,None,Yes,None,Yes,None,248  m²  square meters,None,None,None,None,As new,None, 969,261  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
7584,10193958,None,None,None," 195,000",2,118  m² square meters,Installed,None,None,None,None,None,None,None,None,None,None,None,As new,None, 989,358  kWh/m²  kilowatt hour per square meters,Not specified,D,None
7585,10569750,None,None,1999," 635,000",2,78  m² square meters,None,None,None,None,None,None,None,None,None,No,Yes,None,None,None," 1,008",118  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7586,10569749,None,None,None," 695,000",3,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7587,10569748,None,None,None," 565,000",2,None,None,No,None,None,None,Yes,None,None,None,No,Yes,Yes,As new,None,None,238  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7588,10569746,None,None,1943," 329,000",5,195  m² square meters,None,None,None,None,None,Yes,None,1846  m²  square meters,None,None,None,Yes,As new,None, 820,346  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7589,10569745,None,All kind,1993," 349,000",3,223  m² square meters,None,None,None,None,None,Yes,None,819  m²  square meters,None,None,None,None,To be done up,None, 961,297  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
7590,10569744,None,None,None," 298,000",3,151  m² square meters,Hyper equipped,None,None,None,None,Yes,None,487  m²  square meters,None,None,None,None,None,None, 307,372  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7591,10569742,None,All kind,1964," 280,000",4,169  m² square meters,None,None,None,Yes,None,Yes,None,1598  m²  square meters,None,No,No,None,To be done up,None,None,777  kWh/m²  kilowatt hour per square meters,Not specified,F,Pellet
7592,10569741,None,None,2003," 230,000",3,128  m² square meters,Installed,None,None,Yes,None,Yes,None,310  m²  square meters,None,No,No,None,As new,None, 610,386  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
7593,10569736,None,None,2023," 483,375",3,162  m² square meters,Hyper equipped,None,None,None,24  m²  square meters,Yes,None,483  m²  square meters,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,Gas
7594,10569735,None,None,2023," 468,203",3,154  m² square meters,Hyper equipped,None,None,None,None,Yes,None,483  m²  square meters,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,Gas
7595,10438046,None,None,2018," 198,500",1,74  m² square meters,None,None,None,None,None,None,None,None,None,No,Yes,None,None,None,None,95  kWh/m²  kilowatt hour per square meters,Not specified,A,None
7596,10569733,None,All kind,1951," 210,000",3,174  m² square meters,Installed,None,None,None,None,Yes,None,834  m²  square meters,None,No,No,None,As new,None, 684,336  kWh/m²  kilowatt hour per square meters,14723 kg CO₂/m²,D,Fuel oil
7597,10569732,None,None,1966," 279,900",3,126  m² square meters,Installed,No,None,None,None,Yes,None,387  m²  square meters,None,None,None,Yes,None,None," 1,147",552  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
7598,10569729,None,None,1963," 545,000",7,245  m² square meters,None,No,None,Yes,None,None,None,245  m²  square meters,3,No,No,None,None,None,None,203  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7599,10541326,None,None,2005," 990,000",3,131  m² square meters,Hyper equipped,None,None,Yes,None,None,None,None,None,No,Yes,None,None,None," 1,069",375  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
7600,10569721,None,None,None," 370,674",4,None,None,None,None,Yes,None,None,None,294  m²  square meters,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,None
7601,10569716,None,None,None," 650,484",3,None,None,None,None,None,None,None,None,821  m²  square meters,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,None
7602,10569714,None,None,1939," 570,000",5,185  m² square meters,None,No,None,None,23  m²  square meters,None,70  m²  square meters,225  m²  square meters,None,No,No,None,Just renovated,None," 1,559",356  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7603,10569710,Bruxelles Est + Sud/Est,None,None," 795,000",4,212  m² square meters,USA hyper equipped,No,None,None,None,None,38  m²  square meters,91  m²  square meters,2,No,No,None,As new,None,None,84  kWh/m²  kilowatt hour per square meters,17 kg CO₂/m²,B,None
7604,10569709,Bruxelles Est + Sud/Est,None,None," 795,000",4,212  m² square meters,USA hyper equipped,No,None,None,None,None,38  m²  square meters,None,2,None,No,None,As new,None,None,84  kWh/m²  kilowatt hour per square meters,17 kg CO₂/m²,B,None
7605,10569706,None,None,None," 393,300",4,None,None,None,None,None,None,None,None,None,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,None
7606,10569704,None,None,None," 416,400",4,None,None,None,None,Yes,None,None,None,None,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,None
7607,10569703,None,None,None," 419,200",4,None,None,None,None,Yes,None,None,None,None,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,None
7608,9474740,None,None,None," 3,400,000",8,725  m² square meters,None,No,None,Yes,None,None,None,650  m²  square meters,2,Yes,Yes,Yes,As new,None,None,189  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7609,10470066,None,None,2010," 3,450,000",7,500  m² square meters,Hyper equipped,No,None,None,200  m²  square meters,None,None,2500  m²  square meters,4,Yes,No,Yes,As new,None,None,132  kWh/m²  kilowatt hour per square meters,26 kg CO₂/m²,C,Gas
7610,10462007,None,None,1956," 4,290,000",6,1100  m² square meters,Hyper equipped,None,None,None,None,None,None,9706  m²  square meters,4,Yes,No,Yes,None,None,None,303  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7611,10536746,None,None,1936," 4,375,000",3,None,Installed,No,None,Yes,None,None,924  m²  square meters,924  m²  square meters,4,No,No,None,To renovate,None,None,591  kWh/m²  kilowatt hour per square meters,89 kg CO₂/m²,F,None
7612,9349668,None,None,None," 8,000,000",7,1100  m² square meters,Hyper equipped,None,None,None,None,None,None,500000  m²  square meters,4,Yes,None,Yes,Good,None,None,402  kWh/m²  kilowatt hour per square meters,Not specified,E,None
7613,10390847,None,None,1984," 269,000",4,210  m² square meters,Installed,None,None,None,None,None,58  m²  square meters,130  m²  square meters,None,None,None,None,None,None, 966,315  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7614,10554639,None,None,1988," 525,000",4,180  m² square meters,Hyper equipped,None,None,Yes,None,Yes,None,1513  m²  square meters,None,None,None,None,As new,None,None,204  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7615,9478823,None,None,2021," 174,500",None,42  m² square meters,None,None,None,None,3  m²  square meters,None,None,None,4,None,Yes,Yes,As new,None,None,Not specified,Not specified,Not specified,Gas
7616,9106796,None,All kind,2022," 453,265",3,145  m² square meters,None,None,None,None,59  m²  square meters,None,None,None,None,None,Yes,None,Good,None,None,Not specified,Not specified,Not specified,Gas
7617,10566585,None,None,None," 330,000",3,223  m² square meters,Installed,None,None,None,None,None,None,2058  m²  square meters,4,None,None,None,Good,None, 494,482  kWh/m²  kilowatt hour per square meters,Not specified,F,Carbon
7618,10565649,None,None,1889," 635,000",4,245  m² square meters,None,No,None,None,None,None,None,245  m²  square meters,None,None,None,None,As new,None,None,260  kWh/m²  kilowatt hour per square meters,Not specified,C,None
7619,10545821,None,None,2023," 1,225,000",5,371  m² square meters,None,No,None,Yes,None,Yes,None,1510  m²  square meters,4,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7620,10545818,None,None,2023," 1,225,000",5,371  m² square meters,None,No,None,Yes,None,Yes,None,1510  m²  square meters,4,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7621,10561212,None,None,2023," 330,000",2,110  m² square meters,USA hyper equipped,Yes,None,None,50  m²  square meters,None,None,None,2,None,Yes,None,As new,None,None,Not specified,Not specified,Not specified,None
7622,10566194,None,None,None," 506,000",3,189  m² square meters,None,None,None,None,None,Yes,None,1488  m²  square meters,4,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7623,10554322,None,None,1967," 935,000",3,404  m² square meters,None,No,1,Yes,None,Yes,None,1285  m²  square meters,None,None,None,Yes,To renovate,None," 1,710",443  kWh/m²  kilowatt hour per square meters,Not specified,E,None
7624,10562894,None,None,2010," 280,000",3,120  m² square meters,None,No,None,Yes,None,None,None,None,3,No,Yes,Yes,None,None," 1,153",Not specified,Not specified,B,Gas
7625,10564606,None,None,None," 470,000",4,981  m² square meters,Semi equipped,No,None,None,None,None,None,981  m²  square meters,2,Yes,No,Yes,None,None," 1,151",265  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,D,None
7626,10564398,None,Villa,2013," 1,295,000",4,330  m² square meters,None,No,None,Yes,None,Yes,None,1036  m²  square meters,None,No,No,Yes,Good,None,None,136  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7627,10468474,None,None,None," 65,000",1,27  m² square meters,None,None,None,None,None,None,None,None,None,None,Yes,None,To renovate,None,None,500  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
7628,10448374,None,None,None," 155,000",None,40  m² square meters,None,None,None,None,None,None,None,None,2,None,None,None,To be done up,None,None,407  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,G,None
7629,10433585,None,None,None," 160,000",3,145  m² square meters,None,No,None,None,22  m²  square meters,None,None,None,4,No,No,Yes,To renovate,None,None,448  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
7630,10431611,None,None,None," 175,000",None,42  m² square meters,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,284  kWh/m²  kilowatt hour per square meters,56 kg CO₂/m²,F,None
7631,10506153,None,None,None," 200,000",1,55  m² square meters,Installed,No,None,None,None,None,None,None,3,No,Yes,None,Good,None,None,Not specified,Not specified,Not specified,Gas
7632,10526361,None,None,2007," 220,000",None,40  m² square meters,USA installed,None,None,Yes,None,None,10  m²  square meters,None,2,None,Yes,None,As new, 60,None,Not specified,29 kg CO₂/m²,Not specified,Gas
7633,10329978,None,None,2022," 227,500",2,86  m² square meters,Installed,No,None,None,11  m²  square meters,None,None,None,2,No,No,None,As new,None,None,Not specified,Not specified,Not specified,Gas
7634,10569702,None,None,None," 437,500",4,None,None,None,None,Yes,None,None,None,None,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,None
7635,10477830,None,None,None," 595,000",3,193  m² square meters,Installed,No,None,None,12  m²  square meters,None,None,None,None,No,Yes,None,Good,None,None,230  kWh/m²  kilowatt hour per square meters,Not specified,E,None
7636,10569701,None,None,1966," 235,000",2,212  m² square meters,None,No,None,None,None,None,None,231  m²  square meters,None,No,No,None,To renovate,None, 733,780  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
7637,10569696,None,None,1992," 685,000",3,209  m² square meters,Hyper equipped,No,None,None,36  m²  square meters,Yes,None,371  m²  square meters,3,None,None,None,As new,None," 2,610",171  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7638,10569695,None,None,1960," 445,000",4,220  m² square meters,None,No,None,None,None,Yes,None,290  m²  square meters,None,None,None,Yes,To renovate,None," 1,824",553  kWh/m²  kilowatt hour per square meters,24435 kg CO₂/m²,F,None
7639,10569694,None,All kind,1959," 299,000",3,None,None,No,None,None,None,Yes,None,None,None,None,None,None,To be done up,None, 944,287  kWh/m²  kilowatt hour per square meters,Not specified,C,None
7640,10569685,None,All kind,2023," 589,000",4,261  m² square meters,None,None,None,None,None,None,None,523  m²  square meters,None,No,No,None,None,None,None,Not specified,Not specified,Not specified,Gas
7641,10569681,None,None,1967," 395,000",3,273  m² square meters,Not installed,None,None,Yes,None,None,None,228  m²  square meters,None,None,None,None,To renovate,None,None,671  kWh/m²  kilowatt hour per square meters,Not specified,F,None
7642,10569679,None,All kind,None," 298,000",4,237  m² square meters,None,None,None,None,None,Yes,None,200  m²  square meters,None,None,None,Yes,None,None,None,468  kWh/m²  kilowatt hour per square meters,Not specified,E,None
7643,10569678,None,All kind,1976," 335,000",2,150  m² square meters,None,None,None,None,None,None,None,3000  m²  square meters,None,None,None,None,To renovate,None,None,562  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
7644,10569677,None,None,2022," 394,000",4,188  m² square meters,Hyper equipped,None,None,None,None,None,None,305  m²  square meters,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7645,10569676,None,All kind,2022," 598,000",4,288  m² square meters,Hyper equipped,None,None,Yes,None,None,None,1106  m²  square meters,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7646,10569675,None,All kind,1965," 395,000",3,173  m² square meters,None,None,None,None,None,Yes,None,1710  m²  square meters,None,None,None,None,To renovate,None, 631,1081  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
7647,10569674,None,None,2023," 399,000",4,211  m² square meters,Hyper equipped,None,None,None,None,None,None,518  m²  square meters,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7648,10569671,None,None,1962," 335,000",3,154  m² square meters,Installed,None,1,Yes,None,Yes,None,358  m²  square meters,None,None,None,Yes,None,None, 773,467  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
