Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
10472175,,,,"€ 1,395,000  1395000 €",2.0,219  m² square meters,Installed,,,,34  m²  square meters,,,,,No,Yes,,As new,"€ 2,071  2071 €",133  kWh/m²  kilowatt hour per square meters,Not specified,B,
10559818,,,1981.0,"€ 380,000  380000 €",3.0,190  m² square meters,Installed,,,,9  m²  square meters,,80  m²  square meters,,2.0,,,,To be done up,,141  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10559838,,,,"€ 498,000  498000 €",4.0,263  m² square meters,Semi equipped,,,,16  m²  square meters,,,100  m²  square meters,3.0,,,Yes,Good,€ 676  676 €,485  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10570204,,,1905.0,"€ 570,000  570000 €",2.0,125  m² square meters,Hyper equipped,No,,,22  m²  square meters,,,,2.0,No,No,Yes,As new,,146  kWh/m²  kilowatt hour per square meters,29 kg CO₂/m²,C,Gas
10564668,,,1975.0,"€ 379,000  379000 €",3.0,150  m² square meters,Installed,,,,15  m²  square meters,,90  m²  square meters,209  m²  square meters,,,,,,"€ 1,003  1003 €",188  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10576181,,,1930.0,"€ 1,695,000  1695000 €",3.0,280  m² square meters,Hyper equipped,No,,,300  m²  square meters,,1600  m²  square meters,1990  m²  square meters,4.0,Yes,No,Yes,To be done up,,275  kWh/m²  kilowatt hour per square meters,75 kg CO₂/m²,E,Gas
10578854,,Villa,1989.0,"€ 796,000  796000 €",6.0,289  m² square meters,Hyper equipped,,1.0,,50  m²  square meters,,430  m²  square meters,900  m²  square meters,4.0,Yes,No,,As new,"€ 1,430  1430 €",118  kWh/m²  kilowatt hour per square meters,Not specified,B,Electric
10577400,,,2006.0,"€ 499,000  499000 €",3.0,254  m² square meters,,,,,,,,1100  m²  square meters,4.0,,,Yes,As new,"€ 1,625  1625 €",253  kWh/m²  kilowatt hour per square meters,63 kg CO₂/m²,C,Fuel oil
10577397,,,1975.0,"Make an offer starting from  € 400,000  Make an offer starting from  400000 €",4.0,180  m² square meters,Not installed,,,,,,550  m²  square meters,730  m²  square meters,4.0,,,,Good,"€ 2,252  2252 €",535  kWh/m²  kilowatt hour per square meters,153 kg CO₂/m²,G,
10577395,,,1920.0,"€ 569,000  569000 €",5.0,189  m² square meters,Hyper equipped,,,Yes,,Yes,,1775  m²  square meters,4.0,,,Yes,Good,"€ 1,551  1551 €",576  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,G,Fuel oil
10577392,,,,"€ 127,500  127500 €",2.0,120  m² square meters,Not installed,,,,30  m²  square meters,,,100  m²  square meters,2.0,,,,Good,,446  kWh/m²  kilowatt hour per square meters,81 kg CO₂/m²,F,
10577391,,,,"Make an offer starting from  € 799,000  Make an offer starting from  799000 €",8.0,,Hyper equipped,,2.0,Yes,,,,,4.0,,,Yes,As new,,295  kWh/m²  kilowatt hour per square meters,73 kg CO₂/m²,D,
10577390,,,,"Make an offer starting from  € 230,000  Make an offer starting from  230000 €",3.0,162  m² square meters,,,,,,,,250  m²  square meters,2.0,,,,To be done up,"€ 1,400  1400 €",193  kWh/m²  kilowatt hour per square meters,36 kg CO₂/m²,C,Gas
10577385,,,1951.0,"€ 285,000  285000 €",3.0,154  m² square meters,,No,,,,,,1415  m²  square meters,3.0,,,,To renovate,€ 540  540 €,616  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10577383,,,,"Make an offer starting from  € 725,000  Make an offer starting from  725000 €",16.0,823  m² square meters,Not installed,,,,,,,,,,,Yes,To be done up,"€ 6,840  6840 €",302  kWh/m²  kilowatt hour per square meters,Not specified,D,
10577382,,,1918.0,"Make an offer starting from  € 249,000  Make an offer starting from  249000 €",4.0,205  m² square meters,Semi equipped,,1.0,,10  m²  square meters,,700  m²  square meters,1210  m²  square meters,3.0,,,Yes,Good,€ 730  730 €,379  kWh/m²  kilowatt hour per square meters,Not specified,E,
10577372,Antwerpen,,1985.0,"€ 645,000  645000 €",4.0,216  m² square meters,,,,,,,,1522  m²  square meters,2.0,,,,,"€ 2,471  2471 €",399  kWh/m²  kilowatt hour per square meters,Not specified,D,
10577371,,,,"Make an offer starting from  € 155,000  Make an offer starting from  155000 €",3.0,95  m² square meters,,,,Yes,,,,366  m²  square meters,3.0,,,Yes,To renovate,€ 684  684 €,512  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
10577370,,,1900.0,"Make an offer starting from  € 350,000  Make an offer starting from  350000 €",5.0,240  m² square meters,,,1.0,Yes,,Yes,,1100  m²  square meters,4.0,,,Yes,Good,"€ 1,561  1561 €",403  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10434571,,,,"€ 219,000  219000 €",3.0,82  m² square meters,Semi equipped,,,,41  m²  square meters,,,159  m²  square meters,3.0,,,Yes,Good,€ 528  528 €,423  kWh/m²  kilowatt hour per square meters,9 kg CO₂/m²,E,Pellet
10436911,,,,"€ 119,000  119000 €",1.0,57  m² square meters,Semi equipped,,,,48  m²  square meters,,,,3.0,,,Yes,Good,€ 540  540 €,491  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10577366,,,1899.0,"€ 122,500  122500 €",2.0,110  m² square meters,Installed,No,,,25  m²  square meters,,,75  m²  square meters,,,,Yes,,,498  kWh/m²  kilowatt hour per square meters,94 kg CO₂/m²,F,Gas
10577365,,,1890.0,"€ 172,500  172500 €",2.0,145  m² square meters,Installed,No,,,5  m²  square meters,,,405  m²  square meters,,,,Yes,,,500  kWh/m²  kilowatt hour per square meters,91 kg CO₂/m²,F,Gas
10577364,,,,"€ 125,000  125000 €",3.0,120  m² square meters,Installed,No,,,,,,320  m²  square meters,,,,Yes,,,483  kWh/m²  kilowatt hour per square meters,121 kg CO₂/m²,F,Gas
10577362,,,,"€ 220,000  220000 €",3.0,137  m² square meters,Installed,No,,Yes,,,,590  m²  square meters,,,,Yes,,,359  kWh/m²  kilowatt hour per square meters,90 kg CO₂/m²,E,Fuel oil
10577353,,,2009.0,"Make an offer starting from  € 499,999  Make an offer starting from  499999 €",3.0,160  m² square meters,USA hyper equipped,Yes,1.0,,23  m²  square meters,,100  m²  square meters,211  m²  square meters,2.0,,,,As new,"€ 1,407  1407 €",141  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577352,,,1901.0,"€ 569,000  569000 €",3.0,140  m² square meters,Installed,,,Yes,,Yes,,297  m²  square meters,3.0,Yes,,,Good,€ 661  661 €,293  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10577351,Jachthaven,,2020.0,"€ 565,000  565000 €",2.0,,Installed,Yes,,Yes,,,,,2.0,,Yes,,As new,€ 927  927 €,Not specified,Not specified,Not specified,Gas
10577347,,,1994.0,"€ 845,000  845000 €",6.0,260  m² square meters,Hyper equipped,No,,,40  m²  square meters,,700  m²  square meters,914  m²  square meters,4.0,No,No,Yes,As new,"€ 4,470  4470 €",234  kWh/m²  kilowatt hour per square meters,58 kg CO₂/m²,C,Fuel oil
10577342,,,,"€ 299,000  299000 €",6.0,,Semi equipped,,,,20  m²  square meters,,50  m²  square meters,325  m²  square meters,4.0,,,,To be done up,€ 535  535 €,710  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10363408,,,,"€ 99,000  99000 €",3.0,100  m² square meters,,,,,,,,,2.0,,,Yes,,,403  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10577340,,,,"€ 210,000  210000 €",3.0,115  m² square meters,Installed,,,Yes,,Yes,,737  m²  square meters,3.0,,,Yes,To be done up,,648  kWh/m²  kilowatt hour per square meters,94 kg CO₂/m²,G,Gas
10577338,,,1969.0,"€ 139,000  139000 €",1.0,45  m² square meters,Semi equipped,,,,4  m²  square meters,,,,3.0,,Yes,Yes,Just renovated,€ 899  899 €,226  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10577335,,,1930.0,"€ 225,000  225000 €",4.0,150  m² square meters,Installed,,,Yes,,,,120  m²  square meters,2.0,,,Yes,,€ 510  510 €,345  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10577327,,,,"€ 230,000  230000 €",3.0,159  m² square meters,,,,Yes,,,,415  m²  square meters,2.0,,,,,,89  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577324,,,2023.0,"€ 510,172  510172 €",4.0,180  m² square meters,Semi equipped,,,,,,,,3.0,,,,,,Not specified,Not specified,Not specified,
10577314,,,,"€ 209,500  209500 €",1.0,,,,,Yes,,,,345  m²  square meters,3.0,,,,,,305  kWh/m²  kilowatt hour per square meters,Not specified,D,
10545058,Projets Bruxelles Est,,2025.0,"€ 244,200  244200 €",,47  m² square meters,USA hyper equipped,No,,,,,,,2.0,No,Yes,Yes,As new,,70  kWh/m²  kilowatt hour per square meters,Not specified,B,
9825053,Est de Bruxelles + VL,,2020.0,"€ 247,500  247500 €",,48  m² square meters,USA hyper equipped,No,,,8  m²  square meters,,,,,No,Yes,,As new,,Not specified,Not specified,Not specified,Gas
10338374,,,2020.0,"€ 365,000  365000 €",2.0,126  m² square meters,Hyper equipped,,,,34  m²  square meters,,,,2.0,,Yes,Yes,,,Not specified,Not specified,Not specified,Gas
10517897,,,2021.0,"€ 379,000  379000 €",3.0,159  m² square meters,Installed,No,,,53  m²  square meters,,,,4.0,,Yes,Yes,,,91  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10517409,,,2021.0,"€ 395,620  395620 €",3.0,142  m² square meters,Installed,,,,30  m²  square meters,,,,2.0,,Yes,,,,Not specified,Not specified,Not specified,Gas
10302134,Marcel Thiry,,2022.0,"€ 824,000  824000 €",3.0,173  m² square meters,Installed,No,,,61  m²  square meters,,,,2.0,,Yes,,As new,,Not specified,Not specified,Not specified,Gas
10486526,Bruxelles Sud,,2022.0,"€ 925,000  925000 €",2.0,140  m² square meters,USA hyper equipped,No,,,30  m²  square meters,,,,,No,Yes,Yes,As new,,55  kWh/m²  kilowatt hour per square meters,Not specified,B,
9683164,Observatoire,,2022.0,"€ 1,630,000  1630000 €",3.0,200  m² square meters,USA hyper equipped,No,1.0,,73  m²  square meters,,,,4.0,No,Yes,Yes,,,Not specified,Not specified,Not specified,Gas
10515828,,,,"€ 249,000  249000 €",3.0,135  m² square meters,,,,,25  m²  square meters,,,254  m²  square meters,3.0,,,Yes,Good,€ 892  892 €,604  kWh/m²  kilowatt hour per square meters,110 kg CO₂/m²,G,Gas
10499424,urbain,,,"€ 320,000  320000 €",4.0,201  m² square meters,,,,,42  m²  square meters,,,622  m²  square meters,2.0,,,Yes,Good,"€ 2,600  2600 €",276  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10470278,,,1998.0,"Make an offer starting from  € 330,000  Make an offer starting from  330000 €",,165  m² square meters,,No,,,,,,1205  m²  square meters,4.0,No,No,,Good,€ 961  961 €,262  kWh/m²  kilowatt hour per square meters,262 kg CO₂/m²,D,Fuel oil
10525877,,,1880.0,"€ 349,000  349000 €",4.0,220  m² square meters,Semi equipped,,1.0,Yes,,,,84  m²  square meters,2.0,,,Yes,To renovate,,432  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10518422,,,1880.0,"€ 349,000  349000 €",4.0,220  m² square meters,Semi equipped,,1.0,Yes,,,,84  m²  square meters,2.0,,,Yes,To renovate,,432  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10488560,,,1899.0,"Make an offer starting from  € 350,000  Make an offer starting from  350000 €",2.0,210  m² square meters,Semi equipped,,,,,,,189  m²  square meters,2.0,,,Yes,Good,"€ 1,556  1556 €",Not specified,Not specified,Not specified,Gas
10488557,,,1899.0,"Make an offer starting from  € 350,000  Make an offer starting from  350000 €",2.0,210  m² square meters,Semi equipped,,,,,,,189  m²  square meters,2.0,,,Yes,Good,"€ 1,556  1556 €",Not specified,Not specified,Not specified,Gas
10409139,,,,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",5.0,362  m² square meters,Installed,No,,Yes,,,,1135  m²  square meters,4.0,,,,Good,,283  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10140520,,,,"€ 395,000  395000 €",3.0,180  m² square meters,Not installed,,,Yes,,,,9480  m²  square meters,4.0,,,,To renovate,,827  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
10358884,,,,"€ 399,000  399000 €",3.0,200  m² square meters,Installed,,,Yes,,,,4496  m²  square meters,4.0,,,,To renovate,,629  kWh/m²  kilowatt hour per square meters,Not specified,G,Wood
10546857,,,1984.0,"Make an offer starting from  € 419,000  Make an offer starting from  419000 €",3.0,189  m² square meters,,No,,,26  m²  square meters,,615  m²  square meters,846  m²  square meters,4.0,No,No,,Good,"€ 1,412  1412 €",215  kWh/m²  kilowatt hour per square meters,51 kg CO₂/m²,C,Fuel oil
10526404,,,1999.0,"€ 420,000  420000 €",5.0,254  m² square meters,Installed,No,,Yes,,,,1163  m²  square meters,4.0,No,,,Good,"€ 1,120  1120 €",333  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10493098,,,1937.0,"€ 435,000  435000 €",5.0,270  m² square meters,Installed,,,,151  m²  square meters,,,414  m²  square meters,,,,,Good,"€ 1,681  1681 €",236  kWh/m²  kilowatt hour per square meters,59 kg CO₂/m²,C,Fuel oil
10529132,,,2010.0,"€ 450,000  450000 €",6.0,189  m² square meters,Installed,No,,Yes,,,,477  m²  square meters,4.0,No,No,,As new,,521  kWh/m²  kilowatt hour per square meters,149 kg CO₂/m²,G,Electric
10449674,,,1959.0,"€ 450,000  450000 €",4.0,180  m² square meters,Semi equipped,,,,,Yes,,426  m²  square meters,3.0,,,,Good,,263  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10529129,,,2010.0,"€ 450,000  450000 €",6.0,189  m² square meters,Installed,No,,Yes,,,,477  m²  square meters,4.0,No,No,,As new,,521  kWh/m²  kilowatt hour per square meters,149 kg CO₂/m²,G,Electric
10418401,,Town-house,1952.0,"€ 495,000  495000 €",4.0,,,,,,8  m²  square meters,,80  m²  square meters,276  m²  square meters,3.0,,,,To be done up,"€ 1,504  1504 €",277  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10512964,,,1989.0,"€ 565,000  565000 €",3.0,650  m² square meters,,,,Yes,,Yes,,1119  m²  square meters,3.0,,,,To be done up,,411  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
10350671,,,1926.0,"€ 575,000  575000 €",4.0,189  m² square meters,Installed,No,,,12  m²  square meters,,,75  m²  square meters,2.0,No,No,Yes,To renovate,,483  kWh/m²  kilowatt hour per square meters,97 kg CO₂/m²,G,
10222217,,,1973.0,"€ 595,000  595000 €",3.0,464  m² square meters,Semi equipped,,1.0,,,,,2000  m²  square meters,4.0,,,,To be done up,,699  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
9996929,Brabant-Flamand,,1932.0,"€ 599,000  599000 €",4.0,,USA hyper equipped,No,,,25  m²  square meters,,100  m²  square meters,500  m²  square meters,4.0,,No,Yes,As new,,279  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10551392,,,1953.0,"€ 599,000  599000 €",4.0,188  m² square meters,Installed,,,,,Yes,,1822  m²  square meters,4.0,Yes,,Yes,Good,€ 875  875 €,540  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10577313,,,1995.0,"€ 495,000  495000 €",3.0,,,,,Yes,,,,1319  m²  square meters,4.0,,,,,€ 850  850 €,263  kWh/m²  kilowatt hour per square meters,Not specified,C,
10577312,,,1995.0,"€ 495,000  495000 €",3.0,,,,,Yes,,,,1319  m²  square meters,4.0,,,,,€ 850  850 €,263  kWh/m²  kilowatt hour per square meters,Not specified,C,
10577311,,,1995.0,"€ 495,000  495000 €",3.0,,,,,Yes,,,,1319  m²  square meters,4.0,,,,,€ 850  850 €,263  kWh/m²  kilowatt hour per square meters,Not specified,C,
10577310,,,,"€ 259,750  259750 €",4.0,173  m² square meters,,,,Yes,,,,143  m²  square meters,2.0,,,,,€ 523  523 €,208  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10577307,,,1958.0,"€ 199,000  199000 €",4.0,150  m² square meters,Semi equipped,,,,,Yes,,1260  m²  square meters,3.0,,,,To renovate,€ 530  530 €,683  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10577306,,,1937.0,"€ 430,000  430000 €",4.0,135  m² square meters,Installed,,,,15  m²  square meters,,150  m²  square meters,352  m²  square meters,3.0,,,,As new,€ 741  741 €,361  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10577300,,,1931.0,"€ 499,000  499000 €",5.0,285  m² square meters,Installed,No,,,,,100  m²  square meters,195  m²  square meters,2.0,,,,To be done up,"€ 1,551  1551 €",Not specified,Not specified,Not specified,Gas
10577297,,,,"€ 150,000  150000 €",2.0,,Installed,No,,Yes,,,,138  m²  square meters,2.0,,,,Good,,288  kWh/m²  kilowatt hour per square meters,Not specified,E,Electric
10577293,,,,"€ 275,000  275000 €",3.0,147  m² square meters,Installed,No,,,,,282  m²  square meters,412  m²  square meters,3.0,No,No,,Good,€ 319  319 €,231  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10577290,,,1932.0,"€ 259,000  259000 €",3.0,,,No,,,,,,306  m²  square meters,,No,No,,,€ 857  857 €,560  kWh/m²  kilowatt hour per square meters,Not specified,F,
10577289,,,,"€ 289,000  289000 €",2.0,76  m² square meters,Installed,,,,,,,59  m²  square meters,2.0,,,Yes,Good,,269  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10577288,,,1918.0,"€ 280,000  280000 €",2.0,,Installed,No,,,,,40  m²  square meters,106  m²  square meters,2.0,,,,,€ 397  397 €,105  kWh/m²  kilowatt hour per square meters,Not specified,B,
9994927,,Villa,,"€ 2,500,000  2500000 €",6.0,1340  m² square meters,Installed,Yes,,,600  m²  square meters,,7000  m²  square meters,8590  m²  square meters,,Yes,No,,Good,,Not specified,Not specified,Not specified,
10577284,,,1962.0,"€ 420,000  420000 €",5.0,,,No,,,,Yes,,1998  m²  square meters,,No,No,Yes,Good,,Not specified,Not specified,Not specified,Electric
10577279,,,,"€ 255,000  255000 €",5.0,166  m² square meters,,No,,Yes,,,,97  m²  square meters,2.0,,,Yes,To be done up,€ 831  831 €,322  kWh/m²  kilowatt hour per square meters,Not specified,D,
10577278,,,1975.0,"€ 445,000  445000 €",1.0,,,No,,,,,50  m²  square meters,,2.0,No,No,Yes,,€ 778  778 €,374  kWh/m²  kilowatt hour per square meters,Not specified,D,
10577277,,,,"€ 965,000  965000 €",4.0,370  m² square meters,,No,,Yes,,,925  m²  square meters,1875  m²  square meters,,Yes,No,,Good,"€ 2,518  2518 €",74  kWh/m²  kilowatt hour per square meters,Not specified,A,
10577276,,,1937.0,"€ 245,000  245000 €",3.0,155  m² square meters,,No,,,,,67  m²  square meters,167  m²  square meters,,,,,Good,,432  kWh/m²  kilowatt hour per square meters,Not specified,E,
10577275,,,1995.0,"€ 495,000  495000 €",3.0,,,No,,,,,778  m²  square meters,1204  m²  square meters,,,,,Good,,263  kWh/m²  kilowatt hour per square meters,Not specified,C,
10577273,,,,"€ 189,000  189000 €",4.0,125  m² square meters,,No,,,,,73  m²  square meters,160  m²  square meters,,,,,,€ 309  309 €,612  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
